date,subscription,resource_group,service,cost
2025-11-17,sub-dev,rg-core,SQL,60.68
2025-11-17,sub-dev,rg-core,Networking,19.45
2025-11-17,sub-dev,rg-core,AI,27.59
2025-11-17,sub-dev,rg-core,Monitoring,15.65
2025-11-17,sub-dev,rg-analytics,Compute,67.26
2025-11-17,sub-dev,rg-analytics,Storage,43.55
2025-11-17,sub-dev,rg-analytics,SQL,50.38
2025-11-17,sub-dev,rg-analytics,Networking,12.6
2025-11-17,sub-dev,rg-analytics,AI,18.36
2025-11-17,sub-dev,rg-analytics,Monitoring,8.13
2025-11-17,sub-dev,rg-ml,Compute,88.13
2025-11-17,sub-dev,rg-ml,Storage,33.43
2025-11-17,sub-dev,rg-ml,SQL,49.26
2025-11-17,sub-dev,rg-ml,Networking,16.87
2025-11-17,sub-dev,rg-ml,AI,12.7
2025-11-17,sub-dev,rg-ml,Monitoring,9.72
2025-11-17,sub-dev,rg-web,Compute,60.12
2025-11-17,sub-dev,rg-web,Storage,30.89
2025-11-17,sub-dev,rg-web,SQL,38.01
2025-11-17,sub-dev,rg-web,Networking,13.98
2025-11-17,sub-dev,rg-web,AI,18.03
2025-11-17,sub-dev,rg-web,Monitoring,10.42
2025-11-17,sub-dev,rg-data,Compute,89.04
2025-11-17,sub-dev,rg-data,Storage,35.7
2025-11-17,sub-dev,rg-data,SQL,60.86
2025-11-17,sub-dev,rg-data,Networking,16.59
2025-11-17,sub-dev,rg-data,AI,22.67
2025-11-17,sub-dev,rg-data,Monitoring,13.44
2025-11-18,sub-prod,rg-core,Compute,226.63
2025-11-18,sub-prod,rg-core,Storage,90.08
2025-11-18,sub-prod,rg-core,SQL,145.09
2025-11-18,sub-prod,rg-core,Networking,36.69
2025-11-18,sub-prod,rg-core,AI,42.26
2025-11-18,sub-prod,rg-core,Monitoring,28.64
2025-11-18,sub-prod,rg-analytics,Compute,151.65
2025-11-18,sub-prod,rg-analytics,Storage,76.83
2025-11-18,sub-prod,rg-analytics,SQL,101.55
2025-11-18,sub-prod,rg-analytics,Networking,31.99
2025-11-18,sub-prod,rg-analytics,AI,47.86
2025-11-18,sub-prod,rg-analytics,Monitoring,22.29
2025-11-18,sub-prod,rg-ml,Compute,164.62
2025-11-18,sub-prod,rg-ml,Storage,70.04
2025-11-18,sub-prod,rg-ml,SQL,109.01
2025-11-18,sub-prod,rg-ml,Networking,32.49
2025-11-18,sub-prod,rg-ml,AI,42.77
2025-11-18,sub-prod,rg-ml,Monitoring,19.64
2025-11-18,sub-prod,rg-web,Compute,140.64
2025-11-18,sub-prod,rg-web,Storage,56.0
2025-11-18,sub-prod,rg-web,SQL,85.56
2025-11-18,sub-prod,rg-web,Networking,27.22
2025-11-18,sub-prod,rg-web,AI,44.27
2025-11-18,sub-prod,rg-web,Monitoring,18.61
2025-11-18,sub-prod,rg-data,Compute,183.92
2025-11-18,sub-prod,rg-data,Storage,76.49
2025-11-18,sub-prod,rg-data,SQL,122.04
2025-11-18,sub-prod,rg-data,Networking,35.05
2025-11-18,sub-prod,rg-data,AI,42.55
2025-11-18,sub-prod,rg-data,Monitoring,24.23
2025-11-18,sub-dev,rg-core,Compute,94.18
2025-11-18,sub-dev,rg-core,Storage,47.68
2025-11-18,sub-dev,rg-core,SQL,66.94
2025-11-18,sub-dev,rg-core,Networking,21.29
2025-11-18,sub-dev,rg-core,AI,28.86
2025-11-18,sub-dev,rg-core,Monitoring,14.88
2025-11-18,sub-dev,rg-analytics,Compute,72.25
2025-11-18,sub-dev,rg-analytics,Storage,39.95
2025-11-18,sub-dev,rg-analytics,SQL,57.28
2025-11-18,sub-dev,rg-analytics,Networking,14.68
2025-11-18,sub-dev,rg-analytics,AI,23.39
2025-11-18,sub-dev,rg-analytics,Monitoring,9.11
2025-11-18,sub-dev,rg-ml,Compute,87.5
2025-11-18,sub-dev,rg-ml,Storage,34.47
2025-11-18,sub-dev,rg-ml,SQL,51.4
2025-11-18,sub-dev,rg-ml,Networking,10.91
2025-11-18,sub-dev,rg-ml,AI,19.5
2025-11-18,sub-dev,rg-ml,Monitoring,11.48
2025-11-18,sub-dev,rg-web,Compute,81.7
2025-11-18,sub-dev,rg-web,Storage,31.58
2025-11-18,sub-dev,rg-web,SQL,45.71
2025-11-18,sub-dev,rg-web,Networking,12.25
2025-11-18,sub-dev,rg-web,AI,18.78
2025-11-18,sub-dev,rg-web,Monitoring,8.9
2025-11-18,sub-dev,rg-data,Compute,67.63
2025-11-18,sub-dev,rg-data,Storage,41.12
2025-11-18,sub-dev,rg-data,SQL,52.04
2025-11-18,sub-dev,rg-data,Networking,16.71
2025-11-18,sub-dev,rg-data,AI,20.23
2025-11-18,sub-dev,rg-data,Monitoring,9.86
2025-11-19,sub-prod,rg-core,Compute,207.12
2025-11-19,sub-prod,rg-core,Storage,93.9
2025-11-19,sub-prod,rg-core,SQL,155.11
2025-11-19,sub-prod,rg-core,Networking,42.57
2025-11-19,sub-prod,rg-core,AI,55.02
2025-11-19,sub-prod,rg-core,Monitoring,28.42
2025-11-19,sub-prod,rg-analytics,Compute,155.61
2025-11-19,sub-prod,rg-analytics,Storage,73.31
2025-11-19,sub-prod,rg-analytics,SQL,115.94
2025-11-19,sub-prod,rg-analytics,Networking,31.56
2025-11-19,sub-prod,rg-analytics,AI,47.78
2025-11-19,sub-prod,rg-analytics,Monitoring,24.21
2025-11-19,sub-prod,rg-ml,Compute,163.35
2025-11-19,sub-prod,rg-ml,Storage,77.78
2025-11-19,sub-prod,rg-ml,SQL,108.86
2025-11-19,sub-prod,rg-ml,Networking,34.1
2025-11-19,sub-prod,rg-ml,AI,39.04
2025-11-19,sub-prod,rg-ml,Monitoring,21.24
2025-11-19,sub-prod,rg-web,Compute,150.22
2025-11-19,sub-prod,rg-web,Storage,67.79
2025-11-19,sub-prod,rg-web,SQL,93.34
2025-11-19,sub-prod,rg-web,Networking,31.65
2025-11-19,sub-prod,rg-web,AI,38.56
2025-11-19,sub-prod,rg-web,Monitoring,21.63
2025-11-19,sub-prod,rg-data,Compute,222.61
2025-11-19,sub-prod,rg-data,Storage,81.78
2025-11-19,sub-prod,rg-data,SQL,130.47
2025-11-19,sub-prod,rg-data,Networking,34.33
2025-11-19,sub-prod,rg-data,AI,58.35
2025-11-19,sub-prod,rg-data,Monitoring,26.79
2025-11-19,sub-dev,rg-core,Compute,141.76
2025-11-19,sub-dev,rg-core,Storage,48.72
2025-11-19,sub-dev,rg-core,SQL,61.23
2025-11-19,sub-dev,rg-core,Networking,20.87
2025-11-19,sub-dev,rg-core,AI,24.58
2025-11-19,sub-dev,rg-core,Monitoring,14.81
2025-11-19,sub-dev,rg-analytics,Compute,77.69
2025-11-19,sub-dev,rg-analytics,Storage,35.0
2025-11-19,sub-dev,rg-analytics,SQL,66.68
2025-11-19,sub-dev,rg-analytics,Networking,17.63
2025-11-19,sub-dev,rg-analytics,AI,22.73
2025-11-19,sub-dev,rg-analytics,Monitoring,13.19
2025-11-19,sub-dev,rg-ml,Compute,85.97
2025-11-19,sub-dev,rg-ml,Storage,39.77
2025-11-19,sub-dev,rg-ml,SQL,55.96
2025-11-19,sub-dev,rg-ml,Networking,17.77
2025-11-19,sub-dev,rg-ml,AI,26.95
2025-11-19,sub-dev,rg-ml,Monitoring,12.25
2025-11-19,sub-dev,rg-web,Compute,90.79
2025-11-19,sub-dev,rg-web,Storage,31.88
2025-11-19,sub-dev,rg-web,SQL,50.79
2025-11-19,sub-dev,rg-web,Networking,15.31
2025-11-19,sub-dev,rg-web,AI,17.39
2025-11-19,sub-dev,rg-web,Monitoring,9.7
2025-11-19,sub-dev,rg-data,Compute,83.19
2025-11-19,sub-dev,rg-data,Storage,36.83
2025-11-19,sub-dev,rg-data,SQL,55.23
2025-11-19,sub-dev,rg-data,Networking,18.47
2025-11-19,sub-dev,rg-data,AI,31.27
2025-11-19,sub-dev,rg-data,Monitoring,13.61
2025-11-20,sub-prod,rg-core,Compute,219.15
2025-11-20,sub-prod,rg-core,Storage,85.0
2025-11-20,sub-prod,rg-core,SQL,143.87
2025-11-20,sub-prod,rg-core,Networking,38.86
2025-11-20,sub-prod,rg-core,AI,53.28
2025-11-20,sub-prod,rg-core,Monitoring,27.88
2025-11-20,sub-prod,rg-analytics,Compute,186.74
2025-11-20,sub-prod,rg-analytics,Storage,78.14
2025-11-20,sub-prod,rg-analytics,SQL,120.69
2025-11-20,sub-prod,rg-analytics,Networking,36.55
2025-11-20,sub-prod,rg-analytics,AI,52.27
2025-11-20,sub-prod,rg-analytics,Monitoring,23.37
2025-11-20,sub-prod,rg-ml,Compute,162.16
2025-11-20,sub-prod,rg-ml,Storage,78.81
2025-11-20,sub-prod,rg-ml,SQL,105.54
2025-11-20,sub-prod,rg-ml,Networking,32.75
2025-11-20,sub-prod,rg-ml,AI,57.83
2025-11-20,sub-prod,rg-ml,Monitoring,23.83
2025-11-20,sub-prod,rg-web,Compute,151.55
2025-11-20,sub-prod,rg-web,Storage,67.66
2025-11-20,sub-prod,rg-web,SQL,99.8
2025-11-20,sub-prod,rg-web,Networking,28.97
2025-11-20,sub-prod,rg-web,AI,43.05
2025-11-20,sub-prod,rg-web,Monitoring,21.09
2025-11-20,sub-prod,rg-data,Compute,209.48
2025-11-20,sub-prod,rg-data,Storage,81.88
2025-11-20,sub-prod,rg-data,SQL,122.76
2025-11-20,sub-prod,rg-data,Networking,37.75
2025-11-20,sub-prod,rg-data,AI,50.83
2025-11-20,sub-prod,rg-data,Monitoring,25.68
2025-11-20,sub-dev,rg-core,Compute,104.51
2025-11-20,sub-dev,rg-core,Storage,45.61
2025-11-20,sub-dev,rg-core,SQL,82.84
2025-11-20,sub-dev,rg-core,Networking,21.91
2025-11-20,sub-dev,rg-core,AI,30.19
2025-11-20,sub-dev,rg-core,Monitoring,15.36
2025-11-20,sub-dev,rg-analytics,Compute,83.6
2025-11-20,sub-dev,rg-analytics,Storage,36.95
2025-11-20,sub-dev,rg-analytics,SQL,55.59
2025-11-20,sub-dev,rg-analytics,Networking,20.5
2025-11-20,sub-dev,rg-analytics,AI,29.9
2025-11-20,sub-dev,rg-analytics,Monitoring,13.05
2025-11-20,sub-dev,rg-ml,Compute,94.86
2025-11-20,sub-dev,rg-ml,Storage,38.63
2025-11-20,sub-dev,rg-ml,SQL,56.19
2025-11-20,sub-dev,rg-ml,Networking,18.18
2025-11-20,sub-dev,rg-ml,AI,20.59
2025-11-20,sub-dev,rg-ml,Monitoring,12.74
2025-11-20,sub-dev,rg-web,Compute,54.23
2025-11-20,sub-dev,rg-web,Storage,33.61
2025-11-20,sub-dev,rg-web,SQL,47.71
2025-11-20,sub-dev,rg-web,Networking,16.88
2025-11-20,sub-dev,rg-web,AI,12.35
2025-11-20,sub-dev,rg-web,Monitoring,10.63
2025-11-20,sub-dev,rg-data,Compute,101.34
2025-11-20,sub-dev,rg-data,Storage,41.05
2025-11-20,sub-dev,rg-data,SQL,71.38
2025-11-20,sub-dev,rg-data,Networking,19.49
2025-11-20,sub-dev,rg-data,AI,23.79
2025-11-20,sub-dev,rg-data,Monitoring,13.58
2025-11-21,sub-prod,rg-core,Compute,226.84
2025-11-21,sub-prod,rg-core,Storage,84.94
2025-11-21,sub-prod,rg-core,SQL,139.08
2025-11-21,sub-prod,rg-core,Networking,40.0
2025-11-21,sub-prod,rg-core,AI,60.61
2025-11-21,sub-prod,rg-core,Monitoring,25.93
2025-11-21,sub-prod,rg-analytics,Compute,167.97
2025-11-21,sub-prod,rg-analytics,Storage,72.58
2025-11-21,sub-prod,rg-analytics,SQL,93.89
2025-11-21,sub-prod,rg-analytics,Networking,32.21
2025-11-21,sub-prod,rg-analytics,AI,47.82
2025-11-21,sub-prod,rg-analytics,Monitoring,24.77
2025-11-21,sub-prod,rg-ml,Compute,151.09
2025-11-21,sub-prod,rg-ml,Storage,69.23
2025-11-21,sub-prod,rg-ml,SQL,102.48
2025-11-21,sub-prod,rg-ml,Networking,32.12
2025-11-21,sub-prod,rg-ml,AI,45.67
2025-11-21,sub-prod,rg-ml,Monitoring,22.24
2025-11-21,sub-prod,rg-web,Compute,134.76
2025-11-21,sub-prod,rg-web,Storage,62.79
2025-11-21,sub-prod,rg-web,SQL,91.34
2025-11-21,sub-prod,rg-web,Networking,30.54
2025-11-21,sub-prod,rg-web,AI,39.51
2025-11-21,sub-prod,rg-web,Monitoring,20.08
2025-11-21,sub-prod,rg-data,Compute,222.61
2025-11-21,sub-prod,rg-data,Storage,81.15
2025-11-21,sub-prod,rg-data,SQL,139.16
2025-11-21,sub-prod,rg-data,Networking,37.31
2025-11-21,sub-prod,rg-data,AI,46.68
2025-11-21,sub-prod,rg-data,Monitoring,25.77
2025-11-21,sub-dev,rg-core,Compute,93.04
2025-11-21,sub-dev,rg-core,Storage,42.05
2025-11-21,sub-dev,rg-core,SQL,61.09
2025-11-21,sub-dev,rg-core,Networking,18.3
2025-11-21,sub-dev,rg-core,AI,25.56
2025-11-21,sub-dev,rg-core,Monitoring,14.56
2025-11-21,sub-dev,rg-analytics,Compute,60.13
2025-11-21,sub-dev,rg-analytics,Storage,35.76
2025-11-21,sub-dev,rg-analytics,SQL,45.28
2025-11-21,sub-dev,rg-analytics,Networking,17.15
2025-11-21,sub-dev,rg-analytics,AI,25.77
2025-11-21,sub-dev,rg-analytics,Monitoring,12.36
2025-11-21,sub-dev,rg-ml,Compute,79.75
2025-11-21,sub-dev,rg-ml,Storage,33.9
2025-11-21,sub-dev,rg-ml,SQL,43.91
2025-11-21,sub-dev,rg-ml,Networking,16.73
2025-11-21,sub-dev,rg-ml,AI,25.69
2025-11-21,sub-dev,rg-ml,Monitoring,12.27
2025-11-21,sub-dev,rg-web,Compute,83.24
2025-11-21,sub-dev,rg-web,Storage,30.31
2025-11-21,sub-dev,rg-web,SQL,50.24
2025-11-21,sub-dev,rg-web,Networking,13.28
2025-11-21,sub-dev,rg-web,AI,18.41
2025-11-21,sub-dev,rg-web,Monitoring,7.5
2025-11-21,sub-dev,rg-data,Compute,87.24
2025-11-21,sub-dev,rg-data,Storage,38.36
2025-11-21,sub-dev,rg-data,SQL,68.67
2025-11-21,sub-dev,rg-data,Networking,15.78
2025-11-21,sub-dev,rg-data,AI,21.57
2025-11-21,sub-dev,rg-data,Monitoring,11.64
2025-11-22,sub-prod,rg-core,Compute,181.05
2025-11-22,sub-prod,rg-core,Storage,73.09
2025-11-22,sub-prod,rg-core,SQL,107.96
2025-11-22,sub-prod,rg-core,Networking,29.56
2025-11-22,sub-prod,rg-core,AI,36.89
2025-11-22,sub-prod,rg-core,Monitoring,23.47
2025-11-22,sub-prod,rg-analytics,Compute,130.76
2025-11-22,sub-prod,rg-analytics,Storage,56.67
2025-11-22,sub-prod,rg-analytics,SQL,79.66
2025-11-22,sub-prod,rg-analytics,Networking,27.12
2025-11-22,sub-prod,rg-analytics,AI,40.01
2025-11-22,sub-prod,rg-analytics,Monitoring,17.11
2025-11-22,sub-prod,rg-ml,Compute,139.54
2025-11-22,sub-prod,rg-ml,Storage,54.46
2025-11-22,sub-prod,rg-ml,SQL,89.61
2025-11-22,sub-prod,rg-ml,Networking,25.42
2025-11-22,sub-prod,rg-ml,AI,28.63
2025-11-22,sub-prod,rg-ml,Monitoring,17.28
2025-11-22,sub-prod,rg-web,Compute,96.68
2025-11-22,sub-prod,rg-web,Storage,46.88
2025-11-22,sub-prod,rg-web,SQL,81.72
2025-11-22,sub-prod,rg-web,Networking,20.53
2025-11-22,sub-prod,rg-web,AI,35.84
2025-11-22,sub-prod,rg-web,Monitoring,15.37
2025-11-22,sub-prod,rg-data,Compute,156.78
2025-11-22,sub-prod,rg-data,Storage,59.75
2025-11-22,sub-prod,rg-data,SQL,103.66
2025-11-22,sub-prod,rg-data,Networking,24.19
2025-11-22,sub-prod,rg-data,AI,40.02
2025-11-22,sub-prod,rg-data,Monitoring,16.96
2025-11-22,sub-dev,rg-core,Compute,87.62
2025-11-22,sub-dev,rg-core,Storage,37.17
2025-11-22,sub-dev,rg-core,SQL,43.27
2025-11-22,sub-dev,rg-core,Networking,13.99
2025-11-22,sub-dev,rg-core,AI,18.49
2025-11-22,sub-dev,rg-core,Monitoring,11.54
2025-11-22,sub-dev,rg-analytics,Compute,60.76
2025-11-22,sub-dev,rg-analytics,Storage,28.78
2025-11-22,sub-dev,rg-analytics,SQL,38.8
2025-11-22,sub-dev,rg-analytics,Networking,13.18
2025-11-22,sub-dev,rg-analytics,AI,18.31
2025-11-22,sub-dev,rg-analytics,Monitoring,8.34
2025-11-22,sub-dev,rg-ml,Compute,59.65
2025-11-22,sub-dev,rg-ml,Storage,23.99
2025-11-22,sub-dev,rg-ml,SQL,35.0
2025-11-22,sub-dev,rg-ml,Networking,12.53
2025-11-22,sub-dev,rg-ml,AI,23.35
2025-11-22,sub-dev,rg-ml,Monitoring,8.46
2025-11-22,sub-dev,rg-web,Compute,38.78
2025-11-22,sub-dev,rg-web,Storage,26.39
2025-11-22,sub-dev,rg-web,SQL,37.03
2025-11-22,sub-dev,rg-web,Networking,13.26
2025-11-22,sub-dev,rg-web,AI,13.21
2025-11-22,sub-dev,rg-web,Monitoring,7.96
2025-11-22,sub-dev,rg-data,Compute,69.26
2025-11-22,sub-dev,rg-data,Storage,29.2
2025-11-22,sub-dev,rg-data,SQL,63.24
2025-11-22,sub-dev,rg-data,Networking,12.7
2025-11-22,sub-dev,rg-data,AI,19.57
2025-11-22,sub-dev,rg-data,Monitoring,10.68
2025-11-23,sub-prod,rg-core,Compute,170.91
2025-11-23,sub-prod,rg-core,Storage,70.36
2025-11-23,sub-prod,rg-core,SQL,113.95
2025-11-23,sub-prod,rg-core,Networking,29.44
2025-11-23,sub-prod,rg-core,AI,53.59
2025-11-23,sub-prod,rg-core,Monitoring,22.17
2025-11-23,sub-prod,rg-analytics,Compute,126.12
2025-11-23,sub-prod,rg-analytics,Storage,58.67
2025-11-23,sub-prod,rg-analytics,SQL,83.85
2025-11-23,sub-prod,rg-analytics,Networking,23.87
2025-11-23,sub-prod,rg-analytics,AI,35.45
2025-11-23,sub-prod,rg-analytics,Monitoring,18.42
2025-11-23,sub-prod,rg-ml,Compute,111.4
2025-11-23,sub-prod,rg-ml,Storage,56.05
2025-11-23,sub-prod,rg-ml,SQL,78.09
2025-11-23,sub-prod,rg-ml,Networking,27.47
2025-11-23,sub-prod,rg-ml,AI,30.76
2025-11-23,sub-prod,rg-ml,Monitoring,18.83
2025-11-23,sub-prod,rg-web,Compute,110.1
2025-11-23,sub-prod,rg-web,Storage,47.48
2025-11-23,sub-prod,rg-web,SQL,65.84
2025-11-23,sub-prod,rg-web,Networking,23.8
2025-11-23,sub-prod,rg-web,AI,24.97
2025-11-23,sub-prod,rg-web,Monitoring,16.63
2025-11-23,sub-prod,rg-data,Compute,155.36
2025-11-23,sub-prod,rg-data,Storage,63.02
2025-11-23,sub-prod,rg-data,SQL,94.58
2025-11-23,sub-prod,rg-data,Networking,25.64
2025-11-23,sub-prod,rg-data,AI,41.0
2025-11-23,sub-prod,rg-data,Monitoring,18.83
2025-11-23,sub-dev,rg-core,Compute,79.23
2025-11-23,sub-dev,rg-core,Storage,29.89
2025-11-23,sub-dev,rg-core,SQL,50.62
2025-11-23,sub-dev,rg-core,Networking,16.47
2025-11-23,sub-dev,rg-core,AI,19.97
2025-11-23,sub-dev,rg-core,Monitoring,11.43
2025-11-23,sub-dev,rg-analytics,Compute,84.34
2025-11-23,sub-dev,rg-analytics,Storage,27.01
2025-11-23,sub-dev,rg-analytics,SQL,43.48
2025-11-23,sub-dev,rg-analytics,Networking,14.15
2025-11-23,sub-dev,rg-analytics,AI,17.25
2025-11-23,sub-dev,rg-analytics,Monitoring,10.71
2025-11-23,sub-dev,rg-ml,Compute,85.76
2025-11-23,sub-dev,rg-ml,Storage,33.76
2025-11-23,sub-dev,rg-ml,SQL,42.42
2025-11-23,sub-dev,rg-ml,Networking,13.09
2025-11-23,sub-dev,rg-ml,AI,22.8
2025-11-23,sub-dev,rg-ml,Monitoring,7.55
2025-11-23,sub-dev,rg-web,Compute,68.11
2025-11-23,sub-dev,rg-web,Storage,25.06
2025-11-23,sub-dev,rg-web,SQL,33.9
2025-11-23,sub-dev,rg-web,Networking,10.69
2025-11-23,sub-dev,rg-web,AI,3.07
2025-11-23,sub-dev,rg-web,Monitoring,7.48
2025-11-23,sub-dev,rg-data,Compute,77.69
2025-11-23,sub-dev,rg-data,Storage,33.29
2025-11-23,sub-dev,rg-data,SQL,48.14
2025-11-23,sub-dev,rg-data,Networking,14.01
2025-11-23,sub-dev,rg-data,AI,11.23
2025-11-23,sub-dev,rg-data,Monitoring,10.3
2025-11-24,sub-prod,rg-core,Compute,240.77
2025-11-24,sub-prod,rg-core,Storage,98.24
2025-11-24,sub-prod,rg-core,SQL,139.72
2025-11-24,sub-prod,rg-core,Networking,40.0
2025-11-24,sub-prod,rg-core,AI,52.51
2025-11-24,sub-prod,rg-core,Monitoring,29.4
2025-11-24,sub-prod,rg-analytics,Compute,162.12
2025-11-24,sub-prod,rg-analytics,Storage,78.42
2025-11-24,sub-prod,rg-analytics,SQL,102.9
2025-11-24,sub-prod,rg-analytics,Networking,31.63
2025-11-24,sub-prod,rg-analytics,AI,40.9
2025-11-24,sub-prod,rg-analytics,Monitoring,23.51
2025-11-24,sub-prod,rg-ml,Compute,150.16
2025-11-24,sub-prod,rg-ml,Storage,68.64
2025-11-24,sub-prod,rg-ml,SQL,95.46
2025-11-24,sub-prod,rg-ml,Networking,31.65
2025-11-24,sub-prod,rg-ml,AI,41.68
2025-11-24,sub-prod,rg-ml,Monitoring,22.99
2025-11-24,sub-prod,rg-web,Compute,139.01
2025-11-24,sub-prod,rg-web,Storage,62.3
2025-11-24,sub-prod,rg-web,SQL,92.82
2025-11-24,sub-prod,rg-web,Networking,29.1
2025-11-24,sub-prod,rg-web,AI,36.77
2025-11-24,sub-prod,rg-web,Monitoring,20.74
2025-11-24,sub-prod,rg-data,Compute,198.18
2025-11-24,sub-prod,rg-data,Storage,75.78
2025-11-24,sub-prod,rg-data,SQL,131.5
2025-11-24,sub-prod,rg-data,Networking,34.06
2025-11-24,sub-prod,rg-data,AI,54.46
2025-11-24,sub-prod,rg-data,Monitoring,23.21
2025-11-24,sub-dev,rg-core,Compute,88.67
2025-11-24,sub-dev,rg-core,Storage,40.22
2025-11-24,sub-dev,rg-core,SQL,55.19
2025-11-24,sub-dev,rg-core,Networking,20.26
2025-11-24,sub-dev,rg-core,AI,26.73
2025-11-24,sub-dev,rg-core,Monitoring,13.4
2025-11-24,sub-dev,rg-analytics,Compute,75.67
2025-11-24,sub-dev,rg-analytics,Storage,42.51
2025-11-24,sub-dev,rg-analytics,SQL,50.52
2025-11-24,sub-dev,rg-analytics,Networking,14.69
2025-11-24,sub-dev,rg-analytics,AI,26.97
2025-11-24,sub-dev,rg-analytics,Monitoring,11.77
2025-11-24,sub-dev,rg-ml,Compute,78.28
2025-11-24,sub-dev,rg-ml,Storage,41.1
2025-11-24,sub-dev,rg-ml,SQL,63.32
2025-11-24,sub-dev,rg-ml,Networking,16.24
2025-11-24,sub-dev,rg-ml,AI,19.91
2025-11-24,sub-dev,rg-ml,Monitoring,13.06
2025-11-24,sub-dev,rg-web,Compute,55.58
2025-11-24,sub-dev,rg-web,Storage,30.13
2025-11-24,sub-dev,rg-web,SQL,32.1
2025-11-24,sub-dev,rg-web,Networking,15.48
2025-11-24,sub-dev,rg-web,AI,18.91
2025-11-24,sub-dev,rg-web,Monitoring,10.33
2025-11-24,sub-dev,rg-data,Compute,70.3
2025-11-24,sub-dev,rg-data,Storage,36.95
2025-11-24,sub-dev,rg-data,SQL,51.35
2025-11-24,sub-dev,rg-data,Networking,16.98
2025-11-24,sub-dev,rg-data,AI,26.1
2025-11-24,sub-dev,rg-data,Monitoring,14.55
2025-11-25,sub-prod,rg-core,Compute,266.07
2025-11-25,sub-prod,rg-core,Storage,101.12
2025-11-25,sub-prod,rg-core,SQL,157.74
2025-11-25,sub-prod,rg-core,Networking,45.71
2025-11-25,sub-prod,rg-core,AI,56.54
2025-11-25,sub-prod,rg-core,Monitoring,33.31
2025-11-25,sub-prod,rg-analytics,Compute,160.23
2025-11-25,sub-prod,rg-analytics,Storage,88.96
2025-11-25,sub-prod,rg-analytics,SQL,119.01
2025-11-25,sub-prod,rg-analytics,Networking,35.19
2025-11-25,sub-prod,rg-analytics,AI,56.81
2025-11-25,sub-prod,rg-analytics,Monitoring,26.32
2025-11-25,sub-prod,rg-ml,Compute,175.81
2025-11-25,sub-prod,rg-ml,Storage,83.13
2025-11-25,sub-prod,rg-ml,SQL,125.28
2025-11-25,sub-prod,rg-ml,Networking,38.72
2025-11-25,sub-prod,rg-ml,AI,56.44
2025-11-25,sub-prod,rg-ml,Monitoring,27.14
2025-11-25,sub-prod,rg-web,Compute,171.41
2025-11-25,sub-prod,rg-web,Storage,75.01
2025-11-25,sub-prod,rg-web,SQL,107.39
2025-11-25,sub-prod,rg-web,Networking,31.13
2025-11-25,sub-prod,rg-web,AI,49.29
2025-11-25,sub-prod,rg-web,Monitoring,24.02
2025-11-25,sub-prod,rg-data,Compute,233.8
2025-11-25,sub-prod,rg-data,Storage,85.48
2025-11-25,sub-prod,rg-data,SQL,156.17
2025-11-25,sub-prod,rg-data,Networking,39.94
2025-11-25,sub-prod,rg-data,AI,57.21
2025-11-25,sub-prod,rg-data,Monitoring,28.36
2025-11-25,sub-dev,rg-core,Compute,107.32
2025-11-25,sub-dev,rg-core,Storage,50.88
2025-11-25,sub-dev,rg-core,SQL,76.99
2025-11-25,sub-dev,rg-core,Networking,22.04
2025-11-25,sub-dev,rg-core,AI,20.36
2025-11-25,sub-dev,rg-core,Monitoring,14.42
2025-11-25,sub-dev,rg-analytics,Compute,88.48
2025-11-25,sub-dev,rg-analytics,Storage,50.49
2025-11-25,sub-dev,rg-analytics,SQL,61.75
2025-11-25,sub-dev,rg-analytics,Networking,20.55
2025-11-25,sub-dev,rg-analytics,AI,32.05
2025-11-25,sub-dev,rg-analytics,Monitoring,14.1
2025-11-25,sub-dev,rg-ml,Compute,96.16
2025-11-25,sub-dev,rg-ml,Storage,44.92
2025-11-25,sub-dev,rg-ml,SQL,61.79
2025-11-25,sub-dev,rg-ml,Networking,20.51
2025-11-25,sub-dev,rg-ml,AI,34.91
2025-11-25,sub-dev,rg-ml,Monitoring,13.91
2025-11-25,sub-dev,rg-web,Compute,78.22
2025-11-25,sub-dev,rg-web,Storage,41.32
2025-11-25,sub-dev,rg-web,SQL,60.17
2025-11-25,sub-dev,rg-web,Networking,15.93
2025-11-25,sub-dev,rg-web,AI,25.46
2025-11-25,sub-dev,rg-web,Monitoring,12.63
2025-11-25,sub-dev,rg-data,Compute,102.14
2025-11-25,sub-dev,rg-data,Storage,45.25
2025-11-25,sub-dev,rg-data,SQL,64.77
2025-11-25,sub-dev,rg-data,Networking,19.95
2025-11-25,sub-dev,rg-data,AI,27.48
2025-11-25,sub-dev,rg-data,Monitoring,14.04
2025-11-26,sub-prod,rg-core,Compute,239.27
2025-11-26,sub-prod,rg-core,Storage,108.38
2025-11-26,sub-prod,rg-core,SQL,155.65
2025-11-26,sub-prod,rg-core,Networking,43.24
2025-11-26,sub-prod,rg-core,AI,58.43
2025-11-26,sub-prod,rg-core,Monitoring,33.97
2025-11-26,sub-prod,rg-analytics,Compute,180.71
2025-11-26,sub-prod,rg-analytics,Storage,81.17
2025-11-26,sub-prod,rg-analytics,SQL,119.2
2025-11-26,sub-prod,rg-analytics,Networking,36.98
2025-11-26,sub-prod,rg-analytics,AI,54.46
2025-11-26,sub-prod,rg-analytics,Monitoring,24.81
2025-11-26,sub-prod,rg-ml,Compute,152.51
2025-11-26,sub-prod,rg-ml,Storage,80.43
